DATAFLOW,LAST UPDATE,freq,projection,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,NO,2080,51.6,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,NO,2090,53.0,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,NO,2100,54.3,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2019,26.4,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2020,27.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2030,35.6,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2040,40.2,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2050,52.2,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2060,62.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2070,62.6,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2080,63.7,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2090,64.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PL,2100,63.2,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2019,33.9,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2020,34.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2030,43.1,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2040,54.1,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2050,62.8,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2060,62.2,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2070,61.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2080,60.4,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2090,59.8,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,PT,2100,59.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2019,28.1,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2020,29.0,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2030,34.0,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2040,44.4,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2050,54.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2060,58.8,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2070,56.9,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2080,57.1,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2090,58.0,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,RO,2100,57.8,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2019,31.9,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2020,32.2,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2030,34.4,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2040,37.3,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2050,39.0,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2060,43.6,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2070,45.0,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2080,48.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2090,50.8,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SE,2100,52.6,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2019,30.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2020,31.3,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2030,39.2,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2040,46.7,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2050,54.9,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2060,56.4,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2070,53.9,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2080,55.4,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2090,56.7,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SI,2100,56.8,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2019,23.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2020,24.5,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2030,32.6,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2040,39.0,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2050,51.4,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2060,60.4,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2070,57.7,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2080,56.9,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2090,59.1,
ESTAT:TPS00200(1.0),08/02/21 23:00:00,A,BSL,OLDDEP1,SK,2100,59.1,
